#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
NEDD9--NAA15	2	NEDD9	14094	chr6:11213281:-	NAA15	32913	chr4:139334174:+	ONLY_REF_SPLICE	m64139_220127_180020/24185163/ccs,m64139_220127_180020/48825895/ccs	0.451	["INTERCHROMOSOMAL[chr6--chr4]"]	0.451	1.0	True
PELI1--ENSG00000225889	2	PELI1	1340	chr2:64144081:-	ENSG00000225889	21223	chr2:64201748:+	ONLY_REF_SPLICE	m64139_220127_180020/30606736/ccs,m64139_220127_180020/15796649/ccs	0.451	[]	0.451	1.0	True
SP3--PHF13	2	SP3	2613	chr2:173963761:-	PHF13	32873	chr1:6616757:+	ONLY_REF_SPLICE	m64139_220127_180020/55051213/ccs,m64139_220127_180020/142278775/ccs	0.451	["INTERCHROMOSOMAL[chr2--chr1]"]	0.451	1.0	True
PLPP5--EIF2AK2	2	PLPP5	5880	chr8:38264364:-	EIF2AK2	27616	chr2:37106855:-	INCL_NON_REF_SPLICE	m64139_220127_180020/59704911/ccs,m64139_220127_180020/19532590/ccs	0.451	[]	0.451	1.0	True
PPP1R8--MCM4	2	PPP1R8	3826	chr1:27838878:+	MCM4	24837	chr8:47973752:+	INCL_NON_REF_SPLICE	m64139_220127_180020/27984593/ccs,m64139_220127_180020/119996761/ccs	0.451	["INTERCHROMOSOMAL[chr1--chr8]"]	0.451	1.0	True
PSMB3--RBBP8	2	PSMB3	2856	chr17:38756144:+	RBBP8	19498	chr18:22937610:+	INCL_NON_REF_SPLICE	m64139_220127_180020/118556737/ccs,m64139_220127_180020/128975346/ccs	0.451	["INTERCHROMOSOMAL[chr17--chr18]"]	0.451	1.0	True
PSMA3-AS1--ARHGAP11B	2	PSMA3-AS1	14541	chr14:58267291:-	ARHGAP11B	30252	chr15:30644639:+	INCL_NON_REF_SPLICE	m64139_220127_180020/59441207/ccs,m64139_220127_180020/31393729/ccs	0.451	["INTERCHROMOSOMAL[chr14--chr15]"]	0.451	1.0	True
PRRC2C--C1orf112	2	PRRC2C	10362	chr1:171522259:+	C1orf112	53813	chr1:169798857:+	ONLY_REF_SPLICE	m64139_220127_180020/32965947/ccs,m64139_220127_180020/51907267/ccs	0.451	["INTRACHROMOSOMAL[chr1:1.63Mb]"]	0.451	1.0	True
PRPF3--ENSG00000270802	2	PRPF3	9471	chr1:150335131:+	ENSG00000270802	22078	chr19:15338920:+	INCL_NON_REF_SPLICE	m64139_220127_180020/63242413/ccs,m64139_220127_180020/41158542/ccs	0.451	[]	0.451	1.0	True
PPP4R3B-DT--PNPT1	2	PPP4R3B-DT	1514	chr2:55618382:+	PNPT1	5778	chr2:55687705:-	INCL_NON_REF_SPLICE	m64139_220127_180020/92930618/ccs,m64139_220127_180020/77923260/ccs	0.451	[]	0.451	1.0	True
PPP4R3B--ADH5	2	PPP4R3B	12879	chr2:55581549:-	ADH5	27376	chr4:99089550:-	INCL_NON_REF_SPLICE	m64139_220127_180020/37226645/ccs,m64139_220127_180020/103350968/ccs	0.451	[]	0.451	1.0	True
PPP1R15A--IST1	2	PPP1R15A	3925	chr19:48875136:+	IST1	23469	chr16:71924392:+	INCL_NON_REF_SPLICE	m64139_220127_180020/82313638/ccs,m64139_220127_180020/46074187/ccs	0.451	["INTERCHROMOSOMAL[chr19--chr16]"]	0.451	1.0	True
PMF1--IL1R1	2	PMF1	7351	chr1:156233768:+	IL1R1	32004	chr2:102177359:+	INCL_NON_REF_SPLICE	m64139_220127_180020/36047654/ccs,m64139_220127_180020/25625701/ccs	0.451	["INTERCHROMOSOMAL[chr1--chr2]"]	0.451	1.0	True
PPCS--P2RX4	2	PPCS	5730	chr1:42461482:+	P2RX4	17176	chr12:121222690:+	INCL_NON_REF_SPLICE	m64139_220127_180020/86247717/ccs,m64139_220127_180020/44698243/ccs	0.451	["INTERCHROMOSOMAL[chr1--chr12]"]	0.451	1.0	True
POLR2F--IFT25	2	POLR2F	6558	chr22:37967170:+	IFT25	26052	chr1:53928440:-	ONLY_REF_SPLICE	m64139_220127_180020/86835865/ccs,m64139_220127_180020/54658238/ccs	0.451	[]	0.451	1.0	True
POLK--DDX52	2	POLK	2002	chr5:75512846:+	DDX52	52629	chr17:37614051:-	INCL_NON_REF_SPLICE	m64139_220127_180020/87753860/ccs,m64139_220127_180020/116785672/ccs	0.451	["INTERCHROMOSOMAL[chr5--chr17]"]	0.451	1.0	True
POLH--NDUFA6-DT	2	POLH	12381	chr6:43614868:+	NDUFA6-DT	32321	chr22:42132400:+	INCL_NON_REF_SPLICE	m64139_220127_180020/139592544/ccs,m64139_220127_180020/17435241/ccs	0.451	[]	0.451	1.0	True
POLD1--DHPS	2	POLD1	18010	chr19:50416200:+	DHPS	27571	chr19:12676078:-	INCL_NON_REF_SPLICE	m64139_220127_180020/108529128/ccs,m64139_220127_180020/42666559/ccs	0.451	["INTRACHROMOSOMAL[chr19:37.70Mb]"]	0.451	1.0	True
PMS2P1--SMC2	2	PMS2P1	4715	chr7:100328836:-	SMC2	8780	chr9:104095324:+	INCL_NON_REF_SPLICE	m64139_220127_180020/17695211/ccs,m64139_220127_180020/111872628/ccs	0.451	["INTERCHROMOSOMAL[chr7--chr9]"]	0.451	1.0	True
SNX17--PPM1G	2	SNX17	3885	chr2:27373380:+	PPM1G	12902	chr2:27386586:-	INCL_NON_REF_SPLICE	m64139_220127_180020/23921069/ccs,m64139_220127_180020/166987096/ccs	0.451	["INTRACHROMOSOMAL[chr2:0.00Mb]","LOCAL_INVERSION:+:-:[3661]"]	0.451	1.0	True
TMEM131L--GTSE1	2	TMEM131L	13133	chr4:153584894:+	GTSE1	52518	chr22:46330455:+	INCL_NON_REF_SPLICE	m64139_220127_180020/91423722/ccs,m64139_220127_180020/83232818/ccs	0.451	[]	0.451	1.0	True
SPIDR--PMS1	2	SPIDR	29909	chr8:47713641:+	PMS1	49066	chr2:189852655:+	ONLY_REF_SPLICE	m64139_220127_180020/91751708/ccs,m64139_220127_180020/68486725/ccs	0.451	["INTERCHROMOSOMAL[chr8--chr2]"]	0.451	1.0	True
SPPL2B--DCUN1D4	2	SPPL2B	10150	chr19:2342516:+	DCUN1D4	33881	chr4:51891756:+	INCL_NON_REF_SPLICE	m64139_220127_180020/27328897/ccs,m64139_220127_180020/153159866/ccs	0.451	["INTERCHROMOSOMAL[chr19--chr4]"]	0.451	1.0	True
WDR7--FECH	2	WDR7	1234	chr18:56651576:+	FECH	43134	chr18:57580199:-	ONLY_REF_SPLICE	m64139_220127_180020/119210565/ccs,m64139_220127_180020/95554177/ccs	0.451	["INTRACHROMOSOMAL[chr18:0.51Mb]"]	0.451	1.0	True
WDFY1--SPG7	2	WDFY1	14103	chr2:223878529:-	SPG7	39458	chr16:89523763:+	INCL_NON_REF_SPLICE	m64139_220127_180020/121438561/ccs,m64139_220127_180020/136578459/ccs	0.451	["INTERCHROMOSOMAL[chr2--chr16]"]	0.451	1.0	True
WASHC4--SNRNP25	2	WASHC4	21003	chr12:105147624:+	SNRNP25	37868	chr16:54969:+	INCL_NON_REF_SPLICE	m64139_220127_180020/47188279/ccs,m64139_220127_180020/110362640/ccs	0.451	[]	0.451	1.0	True
WAPL--WEE1	2	WAPL	2949	chr10:86517571:-	WEE1	34645	chr11:9581532:+	ONLY_REF_SPLICE	m64139_220127_180020/121113300/ccs,m64139_220127_180020/120521445/ccs	0.451	[]	0.451	1.0	True
VHL--RAB11FIP3	2	VHL	7706	chr3:10152042:+	RAB11FIP3	20945	chr16:496329:+	INCL_NON_REF_SPLICE	m64139_220127_180020/173343480/ccs,m64139_220127_180020/40438058/ccs	0.451	["INTERCHROMOSOMAL[chr3--chr16]"]	0.451	1.0	True
VAMP2--FUS	2	VAMP2	2227	chr17:8162320:-	FUS	12030	chr16:31184939:+	INCL_NON_REF_SPLICE	m64139_220127_180020/135464263/ccs,m64139_220127_180020/97059271/ccs	0.451	["INTERCHROMOSOMAL[chr17--chr16]"]	0.451	1.0	True
UVRAG--CARMIL1	2	UVRAG	1315	chr11:75815524:+	CARMIL1	37335	chr6:25435483:+	ONLY_REF_SPLICE	m64139_220127_180020/19728472/ccs,m64139_220127_180020/24708107/ccs	0.451	[]	0.451	1.0	True
UTP20--ENSG00000287265	2	UTP20	2025	chr12:101281129:+	ENSG00000287265	62133	chr6:289152:-	INCL_NON_REF_SPLICE	m64139_220127_180020/81856003/ccs,m64139_220127_180020/5310129/ccs	0.451	[]	0.451	1.0	True
USP45--MEF2A	2	USP45	11827	chr6:99482858:-	MEF2A	36026	chr15:99620947:+	INCL_NON_REF_SPLICE	m64139_220127_180020/35063262/ccs,m64139_220127_180020/117245521/ccs	0.451	["INTERCHROMOSOMAL[chr6--chr15]"]	0.451	1.0	True
USP3--LRIF1	2	USP3	20348	chr15:63574893:+	LRIF1	35822	chr1:110949352:-	INCL_NON_REF_SPLICE	m64139_220127_180020/70385764/ccs,m64139_220127_180020/175375811/ccs	0.451	["INTERCHROMOSOMAL[chr15--chr1]"]	0.451	1.0	True
USP19--HDAC1	2	USP19	11207	chr3:49110184:-	HDAC1	24037	chr1:32330578:+	ONLY_REF_SPLICE	m64139_220127_180020/96929026/ccs,m64139_220127_180020/96406303/ccs	0.451	["INTERCHROMOSOMAL[chr3--chr1]"]	0.451	1.0	True
UQCRH--RAD54L	2	UQCRH	2387	chr1:46309364:+	RAD54L	19269	chr1:46272525:+	INCL_NON_REF_SPLICE	m64139_220127_180020/100140895/ccs,m64139_220127_180020/137758604/ccs	0.451	["DEEPEST2019","INTRACHROMOSOMAL[chr1:0.03Mb]","LOCAL_REARRANGEMENT:+:[25158]"]	0.451	1.0	True
UHRF1--SEPTIN6	2	UHRF1	12687	chr19:4947156:+	SEPTIN6	34408	chrX:119619967:-	INCL_NON_REF_SPLICE	m64139_220127_180020/153291334/ccs,m64139_220127_180020/108331020/ccs	0.451	[]	0.451	1.0	True
UCP2--ACER3	2	UCP2	6540	chr11:73977115:-	ACER3	40163	chr11:77016011:+	INCL_NON_REF_SPLICE	m64139_220127_180020/171311187/ccs,m64139_220127_180020/36700179/ccs	0.451	["INTRACHROMOSOMAL[chr11:2.88Mb]"]	0.451	1.0	True
UBR2--PDE7A	2	UBR2	2629	chr6:42573993:+	PDE7A	57367	chr8:65782843:-	ONLY_REF_SPLICE	m64139_220127_180020/104728084/ccs,m64139_220127_180020/110560358/ccs	0.451	["INTERCHROMOSOMAL[chr6--chr8]"]	0.451	1.0	True
YTHDF3--SCPEP1	2	YTHDF3	5739	chr8:63176101:+	SCPEP1	26241	chr17:56998273:+	INCL_NON_REF_SPLICE	m64139_220127_180020/70716192/ccs,m64139_220127_180020/96668157/ccs	0.451	["INTERCHROMOSOMAL[chr8--chr17]"]	0.451	1.0	True
YWHAE--CRK	2	YWHAE	1176	chr17:1400047:-	CRK	16627	chr17:1437155:-	ONLY_REF_SPLICE	m64139_220127_180020/11207375/ccs,m64139_220127_180020/49874566/ccs	0.451	["DEEPEST2019","INTRACHROMOSOMAL[chr17:0.02Mb]","LOCAL_REARRANGEMENT:-:[20311]"]	0.451	1.0	True
YWHAE--YWHAZ	2	YWHAE	7788	chr17:1354211:-	YWHAZ	18044	chr8:100948900:-	ONLY_REF_SPLICE	m64139_220127_180020/19989767/ccs,m64139_220127_180020/104204584/ccs	0.451	["INTERCHROMOSOMAL[chr17--chr8]"]	0.451	1.0	True
ZNF655--ENSG00000250725	2	ZNF655	7306	chr7:99565196:+	ENSG00000250725	17866	chr4:165665145:+	INCL_NON_REF_SPLICE	m64139_220127_180020/143001948/ccs,m64139_220127_180020/26610292/ccs	0.451	[]	0.451	1.0	True
ZNG1F--ENSG00000291124	2	ZNG1F	20604	chr9:41160721:-	ENSG00000291124	42295	chr7:65761558:+	INCL_NON_REF_SPLICE	m64139_220127_180020/115016912/ccs,m64139_220127_180020/89983512/ccs	0.451	[]	0.451	1.0	True
ZNG1F--CCT6P1	2	ZNG1F	20604	chr9:41160721:-	CCT6P1	42440	chr7:65761558:+	INCL_NON_REF_SPLICE	m64139_220127_180020/115016912/ccs,m64139_220127_180020/89983512/ccs	0.451	[]	0.451	1.0	True
ZNF841--C5orf24	2	ZNF841	1236	chr19:52095530:-	C5orf24	17638	chr5:134856545:+	INCL_NON_REF_SPLICE	m64139_220127_180020/171180724/ccs,m64139_220127_180020/93586874/ccs	0.451	["INTERCHROMOSOMAL[chr19--chr5]"]	0.451	1.0	True
ZNF708--ENSG00000259924	2	ZNF708	5745	chr19:21306818:-	ENSG00000259924	13017	chr15:65772448:-	INCL_NON_REF_SPLICE	m64139_220127_180020/167315924/ccs,m64139_220127_180020/8259107/ccs	0.451	[]	0.451	1.0	True
ZNF674--GK-IT1	2	ZNF674	6880	chrX:46525506:-	GK-IT1	16697	chrX:30672030:+	INCL_NON_REF_SPLICE	m64139_220127_180020/54986721/ccs,m64139_220127_180020/34539729/ccs	0.451	["INTRACHROMOSOMAL[chrX:15.83Mb]"]	0.451	1.0	True
ZNF672--HP1BP3	2	ZNF672	5480	chr1:248845662:+	HP1BP3	18955	chr1:20773610:-	ONLY_REF_SPLICE	m64139_220127_180020/98961809/ccs,m64139_220127_180020/52167768/ccs	0.451	["INTRACHROMOSOMAL[chr1:228.05Mb]"]	0.451	1.0	True
ZNF638--CCDC88B	2	ZNF638	13927	chr2:71365529:+	CCDC88B	55753	chr11:64350421:+	INCL_NON_REF_SPLICE	m64139_220127_180020/136120591/ccs,m64139_220127_180020/15534284/ccs	0.451	["INTERCHROMOSOMAL[chr2--chr11]"]	0.451	1.0	True
ZNF140--IRAG2	2	ZNF140	4088	chr12:133083561:+	IRAG2	31550	chr12:25062820:+	ONLY_REF_SPLICE	m64139_220127_180020/162333300/ccs,m64139_220127_180020/122750436/ccs	0.451	[]	0.451	1.0	True
ZNF432--C5orf24	2	ZNF432	1209	chr19:52095530:-	C5orf24	19815	chr5:134856545:+	INCL_NON_REF_SPLICE	m64139_220127_180020/171180724/ccs,m64139_220127_180020/93586874/ccs	0.451	["INTERCHROMOSOMAL[chr19--chr5]"]	0.451	1.0	True
ZNF395--LARP1B	2	ZNF395	9393	chr8:28359592:-	LARP1B	33266	chr4:128114570:+	ONLY_REF_SPLICE	m64139_220127_180020/150602513/ccs,m64139_220127_180020/113903607/ccs	0.451	["INTERCHROMOSOMAL[chr8--chr4]"]	0.451	1.0	True
ZNF37A--AHCTF1	2	ZNF37A	3299	chr10:38096632:+	AHCTF1	39089	chr1:246890059:-	ONLY_REF_SPLICE	m64139_220127_180020/55313780/ccs,m64139_220127_180020/92210210/ccs	0.451	["INTERCHROMOSOMAL[chr10--chr1]"]	0.451	1.0	True
ZNF286A--TERF2	2	ZNF286A	5099	chr17:15708247:+	TERF2	27912	chr16:69361489:-	ONLY_REF_SPLICE	m64139_220127_180020/59441541/ccs,m64139_220127_180020/130548607/ccs	0.451	["INTERCHROMOSOMAL[chr17--chr16]"]	0.451	1.0	True
ZNF207--TMEM38A	2	ZNF207	4102	chr17:32358823:+	TMEM38A	33753	chr19:16688966:+	INCL_NON_REF_SPLICE	m64139_220127_180020/13829851/ccs,m64139_220127_180020/7340880/ccs	0.451	["INTERCHROMOSOMAL[chr17--chr19]"]	0.451	1.0	True
ZNF207--CHASERR	2	ZNF207	11134	chr17:32368452:+	CHASERR	35079	chr15:92888759:+	INCL_NON_REF_SPLICE	m64139_220127_180020/63899026/ccs,m64139_220127_180020/43649610/ccs	0.451	[]	0.451	1.0	True
UBE2J2--PACS1	2	UBE2J2	1226	chr1:1273639:-	PACS1	18712	chr11:66084670:+	INCL_NON_REF_SPLICE	m64139_220127_180020/48760805/ccs,m64139_220127_180020/133694445/ccs	0.451	["INTERCHROMOSOMAL[chr1--chr11]"]	0.451	1.0	True
UBE2J1--CSTF3	2	UBE2J1	5859	chr6:89335302:-	CSTF3	24281	chr11:33106064:-	ONLY_REF_SPLICE	m64139_220127_180020/68682846/ccs,m64139_220127_180020/105840813/ccs	0.451	["INTERCHROMOSOMAL[chr6--chr11]"]	0.451	1.0	True
UBE2G2--KNTC1	2	UBE2G2	12465	chr21:44770711:-	KNTC1	54944	chr12:122593475:+	INCL_NON_REF_SPLICE	m64139_220127_180020/65960/ccs,m64139_220127_180020/38798713/ccs	0.451	["INTERCHROMOSOMAL[chr21--chr12]"]	0.451	1.0	True
SUB1--C1orf122	2	SUB1	7887	chr5:32591690:+	C1orf122	22011	chr1:37808531:+	INCL_NON_REF_SPLICE	m64139_220127_180020/126355593/ccs,m64139_220127_180020/85721724/ccs	0.451	["INTERCHROMOSOMAL[chr5--chr1]"]	0.451	1.0	True
THAP6--IRF3	2	THAP6	3862	chr4:75517046:+	IRF3	23637	chr19:49661641:-	INCL_NON_REF_SPLICE	m64139_220127_180020/89981418/ccs,m64139_220127_180020/70516740/ccs	0.451	["INTERCHROMOSOMAL[chr4--chr19]"]	0.451	1.0	True
TEP1--LINC00869	2	TEP1	3355	chr14:20406768:-	LINC00869	40825	chr1:149607216:+	INCL_NON_REF_SPLICE	m64139_220127_180020/52300375/ccs,m64139_220127_180020/79235555/ccs	0.451	["INTERCHROMOSOMAL[chr14--chr1]"]	0.451	1.0	True
TCF25--NOMO1	2	TCF25	17384	chr16:89900794:+	NOMO1	44163	chr16:14866555:+	ONLY_REF_SPLICE	m64139_220127_180020/88343829/ccs,m64139_220127_180020/86377175/ccs	0.451	["INTRACHROMOSOMAL[chr16:74.98Mb]"]	0.451	1.0	True
TAF9--USP34	2	TAF9	5503	chr5:69365511:-	USP34	74977	chr2:61206913:-	INCL_NON_REF_SPLICE	m64139_220127_180020/33161893/ccs,m64139_220127_180020/42402243/ccs	0.451	["INTERCHROMOSOMAL[chr5--chr2]"]	0.451	1.0	True
SUMF2--PELI1	2	SUMF2	3658	chr7:56073111:+	PELI1	18625	chr2:64100784:-	INCL_NON_REF_SPLICE	m64139_220127_180020/168495127/ccs,m64139_220127_180020/68618872/ccs	0.451	["INTERCHROMOSOMAL[chr7--chr2]"]	0.451	1.0	True
SUGP2--EXOSC8	2	SUGP2	18097	chr19:18992891:-	EXOSC8	27822	chr13:37004108:+	INCL_NON_REF_SPLICE	m64139_220127_180020/21365134/ccs,m64139_220127_180020/27462072/ccs	0.451	["INTERCHROMOSOMAL[chr19--chr13]"]	0.451	1.0	True
STX6--GPCPD1	2	STX6	14268	chr1:180972670:-	GPCPD1	24292	chr20:5580479:-	INCL_NON_REF_SPLICE	m64139_220127_180020/44566152/ccs,m64139_220127_180020/53477476/ccs	0.451	["INTERCHROMOSOMAL[chr1--chr20]"]	0.451	1.0	True
TMA16--LINC00173	2	TMA16	11247	chr4:163521304:+	LINC00173	16116	chr12:116536055:+	INCL_NON_REF_SPLICE	m64139_220127_180020/43385177/ccs,m64139_220127_180020/107940007/ccs	0.451	["INTERCHROMOSOMAL[chr4--chr12]"]	0.451	1.0	True
STT3A--TOMM40	2	STT3A	6353	chr11:125597119:+	TOMM40	34780	chr19:44903030:+	ONLY_REF_SPLICE	m64139_220127_180020/43320592/ccs,m64139_220127_180020/132515931/ccs	0.451	["INTERCHROMOSOMAL[chr11--chr19]"]	0.451	1.0	True
STMN1--CNTRL	2	STMN1	6411	chr1:25901581:-	CNTRL	52260	chr9:121158948:+	INCL_NON_REF_SPLICE	m64139_220127_180020/125700757/ccs,m64139_220127_180020/75762183/ccs	0.451	["INTERCHROMOSOMAL[chr1--chr9]"]	0.451	1.0	True
STAU2--FCRL5	2	STAU2	27314	chr8:73527691:-	FCRL5	44562	chr1:157534892:-	ONLY_REF_SPLICE	m64139_220127_180020/125960994/ccs,m64139_220127_180020/20448427/ccs	0.451	["INTERCHROMOSOMAL[chr8--chr1]"]	0.451	1.0	True
STAG2--PTPN2	2	STAG2	1655	chrX:123960866:+	PTPN2	63150	chr18:12859254:-	ONLY_REF_SPLICE	m64139_220127_180020/115869086/ccs,m64139_220127_180020/62325609/ccs	0.451	["INTERCHROMOSOMAL[chrX--chr18]"]	0.451	1.0	True
SRSF10--PRRC2A	2	SRSF10	8150	chr1:23971573:-	PRRC2A	21907	chr6:31625076:+	INCL_NON_REF_SPLICE	m64139_220127_180020/179438498/ccs,m64139_220127_180020/126093158/ccs	0.451	["INTERCHROMOSOMAL[chr1--chr6]"]	0.451	1.0	True
SRSF10--ENSG00000289282	2	SRSF10	8150	chr1:23971573:-	ENSG00000289282	19579	chr6:31625076:+	INCL_NON_REF_SPLICE	m64139_220127_180020/179438498/ccs,m64139_220127_180020/126093158/ccs	0.451	[]	0.451	1.0	True
TIMM44--RBM5	2	TIMM44	9179	chr19:7929439:-	RBM5	33285	chr3:50113124:+	INCL_NON_REF_SPLICE	m64139_220127_180020/84675103/ccs,m64139_220127_180020/100010263/ccs	0.451	["INTERCHROMOSOMAL[chr19--chr3]"]	0.451	1.0	True
NDUFB8--PAXIP1	2	NDUFB8	3012	chr10:100527021:-	PAXIP1	21468	chr7:154969126:-	INCL_NON_REF_SPLICE	m64139_220127_180020/159646387/ccs,m64139_220127_180020/32637017/ccs	0.451	["INTERCHROMOSOMAL[chr10--chr7]"]	0.451	1.0	True
TYMS--LYPLA1	2	TYMS	6615	chr18:669417:+	LYPLA1	22270	chr8:54051519:-	INCL_NON_REF_SPLICE	m64139_220127_180020/164039361/ccs,m64139_220127_180020/101778545/ccs	0.451	["INTERCHROMOSOMAL[chr18--chr8]"]	0.451	1.0	True
TOPBP1--PWWP2A	2	TOPBP1	26476	chr3:133608535:-	PWWP2A	35805	chr5:160094065:-	ONLY_REF_SPLICE	m64139_220127_180020/33947952/ccs,m64139_220127_180020/164825145/ccs	0.451	["INTERCHROMOSOMAL[chr3--chr5]"]	0.451	1.0	True
TYK2--SLC35B3	2	TYK2	9100	chr19:10364496:-	SLC35B3	28123	chr6:8423053:-	INCL_NON_REF_SPLICE	m64139_220127_180020/137037673/ccs,m64139_220127_180020/36766264/ccs	0.451	["INTERCHROMOSOMAL[chr19--chr6]"]	0.451	1.0	True
TSC2--NONO	2	TSC2	22133	chr16:2074966:+	NONO	57212	chrX:71300576:+	INCL_NON_REF_SPLICE	m64139_220127_180020/174131944/ccs,m64139_220127_180020/77793480/ccs	0.451	["INTERCHROMOSOMAL[chr16--chrX]"]	0.451	1.0	True
TRIM52--PTAFR	2	TRIM52	4169	chr5:181257982:-	PTAFR	13160	chr1:28151288:-	INCL_NON_REF_SPLICE	m64139_220127_180020/112460908/ccs,m64139_220127_180020/166527349/ccs	0.451	["INTERCHROMOSOMAL[chr5--chr1]"]	0.451	1.0	True
TRAF1--SERINC2	2	TRAF1	2921	chr9:120925936:-	SERINC2	26591	chr1:31432967:+	ONLY_REF_SPLICE	m64139_220127_180020/46664138/ccs,m64139_220127_180020/73139590/ccs	0.451	["INTERCHROMOSOMAL[chr9--chr1]"]	0.451	1.0	True
TPR--BARD1	2	TPR	7873	chr1:186361665:-	BARD1	57510	chr2:214769461:-	INCL_NON_REF_SPLICE	m64139_220127_180020/112984085/ccs,m64139_220127_180020/107938978/ccs	0.451	["INTERCHROMOSOMAL[chr1--chr2]"]	0.451	1.0	True
TPM4--TAPBP	2	TPM4	20954	chr19:16102092:+	TAPBP	33524	chr6:33300427:-	INCL_NON_REF_SPLICE	m64139_220127_180020/63571891/ccs,m64139_220127_180020/72615169/ccs	0.451	["INTERCHROMOSOMAL[chr19--chr6]"]	0.451	1.0	True
TOP2A--WHAMMP4	2	TOP2A	16061	chr17:40398558:-	WHAMMP4	27599	chr15:30474356:+	ONLY_REF_SPLICE	m64139_220127_180020/97518475/ccs,m64139_220127_180020/76153722/ccs	0.451	[]	0.451	1.0	True
TMEM19--TUT4	2	TMEM19	12357	chr12:71704588:+	TUT4	46958	chr1:52437714:-	INCL_NON_REF_SPLICE	m64139_220127_180020/56164933/ccs,m64139_220127_180020/84542001/ccs	0.451	[]	0.451	1.0	True
TONSL--EIF1B	2	TONSL	8482	chr8:144436303:-	EIF1B	18859	chr3:40309755:+	INCL_NON_REF_SPLICE	m64139_220127_180020/62522441/ccs,m64139_220127_180020/15138893/ccs	0.451	["INTERCHROMOSOMAL[chr8--chr3]"]	0.451	1.0	True
TNIP1--ENSG00000234431	2	TNIP1	15651	chr5:151045362:-	ENSG00000234431	29235	chr2:201167386:+	INCL_NON_REF_SPLICE	m64139_220127_180020/112329146/ccs,m64139_220127_180020/180355510/ccs	0.451	[]	0.451	1.0	True
TNFRSF17--CREG1	2	TNFRSF17	1184	chr16:11965393:+	CREG1	10090	chr1:167542794:-	INCL_NON_REF_SPLICE	m64139_220127_180020/111149440/ccs,m64139_220127_180020/102237839/ccs	0.451	["INTERCHROMOSOMAL[chr16--chr1]"]	0.451	1.0	True
TNFRSF13C--TMEM87A	2	TNFRSF13C	5784	chr22:41922023:-	TMEM87A	25651	chr15:42229048:-	INCL_NON_REF_SPLICE	m64139_220127_180020/53610805/ccs,m64139_220127_180020/91424723/ccs	0.451	["INTERCHROMOSOMAL[chr22--chr15]"]	0.451	1.0	True
TMEM50A--SNIP1	2	TMEM50A	2607	chr1:25340579:+	SNIP1	13065	chr1:37554242:-	INCL_NON_REF_SPLICE	m64139_220127_180020/157092393/ccs,m64139_220127_180020/139659877/ccs	0.451	["INTRACHROMOSOMAL[chr1:12.17Mb]"]	0.451	1.0	True
TMEM242--TULP4	2	TMEM242	3035	chr6:157318782:-	TULP4	14916	chr6:158312051:+	ONLY_REF_SPLICE	m64139_220127_180020/147587108/ccs,m64139_220127_180020/27198113/ccs	0.451	["INTRACHROMOSOMAL[chr6:0.91Mb]"]	0.451	1.0	True
NECAP2--RUNX3	2	NECAP2	1133	chr1:16440853:+	RUNX3	16789	chr1:24929852:-	ONLY_REF_SPLICE	m64139_220127_180020/66060545/ccs,m64139_220127_180020/25298822/ccs	0.451	["INTRACHROMOSOMAL[chr1:8.44Mb]"]	0.451	1.0	True
TP53BP1--METTL23	2	TP53BP1	32014	chr15:43408443:-	METTL23	43001	chr17:76732627:+	INCL_NON_REF_SPLICE	m64139_220127_180020/123863280/ccs,m64139_220127_180020/81461547/ccs	0.451	["INTERCHROMOSOMAL[chr15--chr17]"]	0.451	1.0	True
NCOR1--PIH1D1	2	NCOR1	24740	chr17:16117931:-	PIH1D1	63870	chr19:49451180:-	INCL_NON_REF_SPLICE	m64139_220127_180020/127139944/ccs,m64139_220127_180020/135005301/ccs	0.451	["INTERCHROMOSOMAL[chr17--chr19]"]	0.451	1.0	True
CDK11A--DNPEP	2	CDK11A	1579	chr1:1723779:-	DNPEP	24877	chr2:219384656:-	INCL_NON_REF_SPLICE	m64139_220127_180020/45548985/ccs,m64139_220127_180020/126617753/ccs	0.451	["INTERCHROMOSOMAL[chr1--chr2]"]	0.451	1.0	True
CTNND1--NFX1	2	CTNND1	2558	chr11:57762046:+	NFX1	36004	chr9:33294420:+	ONLY_REF_SPLICE	m64139_220127_180020/66259000/ccs,m64139_220127_180020/82249391/ccs	0.451	["INTERCHROMOSOMAL[chr11--chr9]"]	0.451	1.0	True
CSPP1--SPIDR	2	CSPP1	1104	chr8:67062520:+	SPIDR	78676	chr8:47293867:+	ONLY_REF_SPLICE	m64139_220127_180020/171377227/ccs,m64139_220127_180020/13044406/ccs	0.451	["INTRACHROMOSOMAL[chr8:19.33Mb]"]	0.451	1.0	True
CROCCP2--AP4B1	2	CROCCP2	2451	chr1:16642736:-	AP4B1	21931	chr1:113900861:-	INCL_NON_REF_SPLICE	m64139_220127_180020/59572978/ccs,m64139_220127_180020/7340625/ccs	0.451	["INTRACHROMOSOMAL[chr1:97.25Mb]"]	0.451	1.0	True
